"序号","标题","发布日期","来源网站","网址","来源栏目","证据类型","结构线索摘录","正文验证","正文验证说明","采集说明"
"161","钟楼区政府2025年度第8次常务会议纪要","2025-08-28","常州市钟楼区人民政府网站","http://www.zhonglou.gov.cn/html/czzl/2025/FPKLLMMN_0901/23661.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=zhonglou","栏目链接标题含会议纪要","","正文结构命中","有效 内容概述： 2025年8月21日上午，在区机关815会议室，区长李德森主持召开区政府2025年度第8次常务会议，现纪要如下：一、会议听取了关于钟楼区第三轮地方志书编修准备情况的汇报、审议了《常州市钟楼区第三轮地方志书编修工作意见》《〈钟楼区志〉编修工作实施方案》《关于成立钟楼区地方志书编纂委员会的通知》会议强调，要深入学习贯彻习近平总书记关于史志工作的重要论述，充分认识“为党立言、为国存史、为民修志”的重要使命，将新一轮修志 钟楼区政府2025年度第8次常务会议纪要 〔2025〕第8期 2025年8月21日上午，在区机关815会议室，区长李德森主","二〇二六年七月二十五日公开资料采集整理"
"162","市政府第81次常务会议纪要","2025-08-26","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/202508/e8e7219a89dd4c5d8d10b35085bc4952.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","025 年 8 月 19 日下午，市长范建青主持召开市政府第 81 次常务会议，听取关于张浦镇安全生产工作的情况汇报。 会议议定以下意见： （一）原则同意张浦镇关于张浦镇安全生产工作的情况汇报。由张浦镇根据会议讨论意见，抓好后续工作落实。 （二）要强化责任落实。清醒认识严峻形势，坚决扛起属地责任，深入推进 “ 六化 ” 建设，真正做到守土有责、守土负责、守土尽责。 （三）要抓好隐患治理。聚焦 “ 厂中厂 ” 、社会面小场所、委外作业等突出问题和薄弱环节，加大日常巡查力度，扎实开展隐患排查治理和风险源头管控，从根本上消除事故隐患。 （四）要细化工作机制。用","二〇二六年七月二十五日公开资料采集整理"
"163","市政府第80次常务会议纪要","2025-08-12","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/202508/fd811b0546664a50a91ebf78ae11520a.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","生产工作的情况汇报，学习《中华人民共和国粮食安全保障法》，审议《昆山市家校社协同育人 “ 教联体 ” 工作实施方案》。 会议议定以下意见： 一、听取关于昆山开发区安全生产工作的情况汇报 （一）原则同意昆山开发区关于昆山开发区安全生产工作的情况汇报。由昆山开发区根据会议讨论意见，抓好后续工作落实。 （二）要保持高度警醒。认清严峻形势，克服经验主义，毫不松懈抓好安全生产各项工作，全面提升本质安全水平。 （三）要突出问题导向。针对 “ 厂中厂 ” 、委外作业等重点领域、关键环节，以及新能源、再生资源回收新兴业态、交叉领域，强化数字化监管，大力推广 “ 苏芯焊","二〇二六年七月二十五日公开资料采集整理"
"164","区政府第43次常务会议纪要","2025-08-11","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2025/BJLFPPJH_0821/77938.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","正文结构命中","次常务会议纪要 2025年8月5日下午，代理区长薛晔在行政中心1号楼一楼西侧圆桌会议室，主持召开区政府第43次常务会议，纪要如下： 一、集体学法：《中华人民共和国民营经济促进法》 会议指出，面临复杂的经济形势和严峻的发展挑战，要深入贯彻落实《民营经济促进法》，保障企业健康平稳发展。 会议强调，各相关单位要抓紧配套落实，严格对照法律要求，全面研究梳理各自领域的配套措施，抓好市场准入壁垒清理、行政执法标准规范等具体工作。要强化宣传引导，运用各种渠道扩大宣传，把法律的核心要义和实实在在的惠企措施讲清楚、说明白，梳理一批先进典型案例，提振企业家的信心和预期。工商","二〇二六年七月二十五日公开资料采集整理"
"165","区政府第46次常务会议纪要","2025-08-04","常州市天宁区人民政府网站","http://www.cztn.gov.cn/html/cztn/2025/CFHMLBAH_0804/32667.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=tianning","栏目链接标题含会议纪要","","正文结构命中","容概述： 2025年6月12日上午，区委书记、区长张凯奇在天宁科技促进中心2306会议室主持召开区政府第46次常务会议。纪要如下： 区政府第46次常务会议纪要 2025 年 6 月 12 日上午，区委书记、区长张凯奇在天宁科技促进中心 2306 会议室主持召开区政府第 46 次常务会议。纪要如下： 一 、会议审议了 《常州市天宁区 2025 年度对口支援协作合作工作要点》 会议认为，开展东西部协作，是党中央着眼推动区域协调发展、促进共同富裕作出的重大决策，要不折不扣抓好贯彻落实。 会议要求，各级各部门要统一思想、凝聚共识，紧扣 “守底线、抓发展、促振兴”","二〇二六年七月二十五日公开资料采集整理"
"166","钟楼区政府2025年度第7次常务会议纪要","2025-08-01","常州市钟楼区人民政府网站","http://www.zhonglou.gov.cn/html/czzl/2025/FPKLLMMN_0901/23660.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=zhonglou","栏目链接标题含会议纪要","","正文结构命中","有效 内容概述： 2025年7月24日下午，在区机关815会议室，区长李德森主持召开区政府2025年度第7次常务会议，现纪要如下：一、会议听取了关于钟楼区污染防治攻坚半年度工作情况暨中央生态环境保护督察整改推进情况的汇报会议强调，今年是新一轮太湖综合治理的攻坚之年。各级各部门要锚定年度目标任务不动摇，始终坚持问题导向，聚焦中央及省环保督察反馈、群众关切等突出问题整改，分工协作、共同发力，积极进行系统谋划，坚决打好打赢污染防治攻坚战 钟楼区政府2025年度第7次常务会议纪要 〔2025〕第7期 2025年7月24日下午，在区机关815会议室，区长李德森主","二〇二六年七月二十五日公开资料采集整理"
"167","市政府第79次常务会议纪要","2025-07-30","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/202507/039e2ff0736a4632ba6fc715956e89cc.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","情况汇报，听取关于千灯镇安全生产工作的情况汇报，审议《昆山市足球高质量发展三年行动计划（ 2025-2027 年）》。 会议议定以下意见： 一、 传达学习中央城市工作会议精神 （一） 会议传达学习了中央城市工作会议精神。会议指出，城市是现代化建设的 “火车头”，也是高质量发展的主引擎。要遵循城市发展的客观规律，准确把握历史方位，以人为核心推动城市规划、建设、治理，扎实推进城市高质量发展。 （二） 要增强使命担当。深入领会城市工作的总体要求，自觉践行人民城市理念，结合 “十五五”规划编制，进一步做到精心规划、精致建设、精细管理、精明增长、精益涵养，让城市建","二〇二六年七月二十五日公开资料采集整理"
"168","区政府第40次常务会议纪要","2025-07-28","常州市金坛区人民政府网站","http://www.jintan.gov.cn/html/czjt/2025/PAIHAQOE_0820/30108.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=jintan","栏目链接标题含会议纪要","","正文结构命中","废止日期 有效 内容概述 2025年7月17日上午，区长胥亚伟在市民中心B座一楼望华厅主持召开区政府第40次常务会议，现纪要如下：一、会议传达学习了《中华人民共和国民营经济促进法》会议要求，各级各部门要提高思想认识，全面理解、深刻把握促进民营经济发展的新理念、新要求，切实增强贯彻实施的主动性、自觉性；要抓好学习宣传，充分利用多种渠道、平台和载体开展法律宣传和学习培训，推动社会各界知法守法、凝聚共识；要推动落地落实，建立健全促进民营经 区政府第40次常务会议纪要 2025年7月17日上午，区长胥亚伟在市民中心B座一楼望华厅主持召开区政府第40次常务会议，","二〇二六年七月二十五日公开资料采集整理"
"169","市政府第78次常务会议纪要","2025-07-10","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/202507/be9390b0d03d4b428faf750edbca2138.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","《关于深化 “ 昆山工匠 ” 培育工程实施 “ 技能照亮前程 ” 三年行动计划方案（ 2025 — 2027 年）》。 会议议定以下意见： 一、传达学习《党政机关厉行节约反对浪费条例》 （一）会议传达学习了《党政机关厉行节约反对浪费条例》。会议指出，厉行节约、反对浪费是党的光荣传统和优良作风，要进一步弘扬艰苦奋斗、勤俭节约的优良作风，推进党政机关厉行节约反对浪费，加快节约型机关建设。 （二）要在思想上紧起来。结合深入贯彻中央八项规定精神学习教育，认真抓好《条例》学习宣传和贯彻落实，精打细算、强化约束、严控支出，以优良党风政风引领社风民风。 （三）要在行动","二〇二六年七月二十五日公开资料采集整理"
"170","钟楼区政府2025年度第6次常务会议纪要","2025-07-01","常州市钟楼区人民政府网站","http://www.zhonglou.gov.cn/html/czzl/2025/FPKLLMMN_0901/23659.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=zhonglou","栏目链接标题含会议纪要","","正文结构命中","有效 内容概述： 2025年6月23日上午，在区机关815会议室，区长李德森主持召开区政府2025年度第6次常务会议，现纪要如下：一、会议集体观看了《安全责任·重于泰山》安全生产警示教育片会议强调，安全生产是底线、红线，更是生命线。要坚持人民至上、生命至上，坚决克服麻痹思想和侥幸心理，切实以案为鉴，始终保持如履薄冰的警觉，压紧压实“三管三必须”责任，强化隐患排查整治，坚决防范重特大事故发生，确保社会大局稳定。二、会议审议了《常州市 钟楼区政府2025年度第6次常务会议纪要 〔2025〕第6期 2025年6月23日上午，在区机关815会议室，区长李德森主","二〇二六年七月二十五日公开资料采集整理"
"171","区政府第42次常务会议纪要","2025-06-27","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2025/BJLFPPJH_0821/77934.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","正文结构命中","次常务会议纪要 2025年6月23日上午，区长恽淇丞在行政中心1号楼一楼西侧圆桌会议室，主持召开区政府第42次常务会议，纪要如下： 一、集体学纪：传达学习《农村基层干部廉洁履行职责规定》 会议强调，纪委监委和各板块要结合基层干部特点，因地制宜组织开展好宣讲教育，与八项规定学习教育有机结合，纳入镇村干部各级各类培训课程中，推动学习全覆盖。要健全监督体系，聚焦惠农资金、集体“三资”、工程建设等重点领域和关键环节，整合纪委监委专责监督、部门职能监督、群众民主监督力量，完善信息共享和线索移送机制，严肃查处违反《规定》、侵害群众利益的突出问题，强化对“小微权力”运","二〇二六年七月二十五日公开资料采集整理"
